LoanDuration,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Risk
25,car_used,2487,28090,1_to_4,2,none,2,savings_insurance,35,stores,own,290,skilled,No Risk
25,radio_tv,7515,22250,4_to_7,4,none,4,unknown,34,stores,rent,392,unskilled,No Risk
13,car_new,5740,20061,less_1,2,none,3,unknown,35,none,own,590,skilled,No Risk
42,vacation,7686,21381,greater_7,4,co-applicant,3,unknown,43,none,free,357,skilled,Risk
46,education,8073,32091,greater_7,5,co-applicant,4,car_other,55,none,own,694,skilled,Risk
20,furniture,4293,30653,1_to_4,2,none,1,car_other,34,stores,own,552,unskilled,Risk
18,furniture,2949,24766,1_to_4,3,none,3,savings_insurance,33,bank,rent,259,unskilled,No Risk
4,car_new,250,20304,1_to_4,1,none,1,real_estate,19,stores,rent,616,skilled,No Risk
28,car_new,1735,24280,4_to_7,2,none,3,savings_insurance,34,stores,own,349,skilled,No Risk
10,car_used,4046,38958,4_to_7,3,none,3,unknown,31,stores,own,302,skilled,No Risk
25,education,2228,27792,greater_7,3,none,2,savings_insurance,43,none,own,578,skilled,Risk
11,car_new,250,34425,unemployed,1,none,1,real_estate,19,stores,own,468,skilled,No Risk
36,appliances,7624,23173,greater_7,5,co-applicant,3,car_other,46,none,own,572,skilled,No Risk
4,education,3511,39424,1_to_4,2,none,3,real_estate,24,none,rent,361,skilled,No Risk
24,vacation,6401,31085,less_1,3,none,4,car_other,25,none,own,571,management_self-employed,No Risk
12,retraining,3293,20681,1_to_4,2,none,2,savings_insurance,27,none,own,593,skilled,No Risk
17,car_used,1717,27088,unemployed,1,none,3,real_estate,31,none,rent,598,skilled,No Risk
21,radio_tv,435,32234,less_1,1,none,2,real_estate,19,stores,rent,595,skilled,No Risk
30,business,7542,23772,4_to_7,5,none,4,unknown,55,none,free,443,management_self-employed,Risk
15,car_used,3626,37822,unemployed,2,none,1,savings_insurance,22,none,own,291,skilled,No Risk
20,furniture,5134,25076,4_to_7,4,none,4,car_other,43,none,own,226,skilled,Risk
26,radio_tv,1853,33549,greater_7,4,none,2,car_other,37,stores,own,247,unskilled,No Risk
39,appliances,7305,24884,greater_7,5,co-applicant,5,car_other,45,none,free,228,skilled,Risk
14,furniture,2411,29521,1_to_4,2,none,2,savings_insurance,23,none,own,568,skilled,No Risk
25,car_used,3691,22410,1_to_4,4,none,3,car_other,36,none,own,276,skilled,No Risk
4,radio_tv,2401,36228,less_1,3,none,2,savings_insurance,21,stores,rent,208,unskilled,No Risk
29,repairs,6824,28293,1_to_4,4,none,4,car_other,60,stores,free,490,unskilled,Risk
4,vacation,3497,31425,1_to_4,3,co-applicant,2,savings_insurance,41,none,own,490,skilled,No Risk
26,radio_tv,5182,20718,4_to_7,4,none,3,car_other,48,none,own,578,skilled,No Risk
23,appliances,250,35550,greater_7,4,none,2,car_other,33,none,own,494,skilled,No Risk
40,other,8285,33112,4_to_7,5,none,3,unknown,48,none,free,470,management_self-employed,Risk
4,car_used,619,26439,less_1,1,none,2,savings_insurance,19,stores,rent,573,skilled,No Risk
28,car_used,5308,25573,1_to_4,4,none,3,savings_insurance,42,none,own,454,skilled,No Risk
27,furniture,2266,27193,greater_7,3,none,3,savings_insurance,63,none,own,559,skilled,Risk
19,radio_tv,1080,32875,1_to_4,3,none,3,savings_insurance,43,none,rent,281,skilled,Risk
25,radio_tv,3358,33692,4_to_7,2,none,2,savings_insurance,23,bank,own,625,unskilled,No Risk
16,radio_tv,2878,31991,less_1,2,none,2,car_other,29,none,own,599,skilled,No Risk
15,furniture,4088,38857,greater_7,4,none,4,unknown,56,none,own,586,skilled,No Risk
26,appliances,6986,38547,4_to_7,5,none,4,unknown,44,none,free,588,management_self-employed,Risk
12,car_used,1844,22190,1_to_4,1,co-applicant,2,real_estate,22,stores,own,699,unskilled,Risk
15,appliances,5566,33725,less_1,2,none,2,car_other,33,stores,rent,698,unskilled,No Risk
4,car_used,250,35277,less_1,1,none,2,savings_insurance,19,none,rent,544,skilled,No Risk
15,car_new,2949,21898,1_to_4,2,none,3,car_other,37,none,own,332,skilled,No Risk
8,radio_tv,4375,20973,1_to_4,3,none,3,savings_insurance,42,none,own,540,management_self-employed,Risk
32,furniture,5460,32322,1_to_4,4,none,5,car_other,41,none,own,554,management_self-employed,Risk
29,education,6295,28120,1_to_4,4,none,4,savings_insurance,31,none,own,204,management_self-employed,No Risk
31,radio_tv,2777,21017,1_to_4,2,none,2,savings_insurance,30,none,own,330,skilled,No Risk
10,car_used,250,21015,less_1,2,none,1,real_estate,21,stores,rent,488,skilled,No Risk
42,repairs,8226,22904,4_to_7,4,co-applicant,5,unknown,50,none,free,361,skilled,Risk
16,car_used,333,21091,less_1,1,none,2,real_estate,19,bank,rent,665,unskilled,No Risk
14,car_new,5946,27544,less_1,2,co-applicant,1,car_other,57,bank,free,622,unemployed,No Risk
9,car_new,2693,21399,less_1,1,none,1,real_estate,19,none,own,365,skilled,No Risk
15,furniture,286,37418,less_1,2,none,3,real_estate,28,none,rent,608,skilled,No Risk
8,furniture,5368,33676,1_to_4,4,none,3,car_other,53,none,own,513,management_self-employed,Risk
20,vacation,2447,37985,unemployed,2,none,2,real_estate,26,none,own,257,skilled,No Risk
4,car_new,1833,36169,unemployed,1,none,1,real_estate,23,none,rent,291,skilled,No Risk
26,furniture,4324,26042,1_to_4,3,none,4,savings_insurance,50,none,own,307,skilled,No Risk
33,furniture,4331,29608,4_to_7,4,none,3,car_other,45,stores,own,497,skilled,Risk
36,appliances,8248,29709,greater_7,5,co-applicant,5,car_other,51,none,free,619,management_self-employed,Risk
13,car_new,250,37773,less_1,2,none,3,real_estate,22,none,rent,699,skilled,No Risk
26,radio_tv,5723,22011,greater_7,5,none,4,unknown,45,none,free,303,skilled,Risk
26,radio_tv,6559,31785,greater_7,5,none,3,unknown,34,none,free,636,skilled,Risk
15,repairs,2152,31925,1_to_4,3,none,4,savings_insurance,42,stores,own,659,skilled,No Risk
18,car_new,452,38222,1_to_4,2,none,3,real_estate,20,none,own,207,skilled,No Risk
10,car_new,4973,27834,1_to_4,3,none,2,savings_insurance,25,none,rent,619,management_self-employed,No Risk
4,car_new,250,23927,1_to_4,1,none,2,real_estate,42,stores,rent,252,skilled,No Risk
15,radio_tv,5076,27733,1_to_4,2,none,3,car_other,38,none,own,408,skilled,Risk
26,appliances,4486,27893,4_to_7,4,none,4,car_other,48,none,own,483,skilled,Risk
8,car_new,4334,20388,1_to_4,1,none,2,unknown,45,stores,own,541,skilled,No Risk
15,car_used,876,35880,greater_7,3,co-applicant,2,savings_insurance,38,stores,own,630,skilled,No Risk
24,radio_tv,4829,21058,4_to_7,3,none,2,car_other,41,none,own,383,skilled,No Risk
26,car_used,1475,28210,greater_7,4,none,4,savings_insurance,46,none,own,331,skilled,No Risk
16,furniture,3073,23977,1_to_4,2,none,3,real_estate,36,none,own,677,skilled,No Risk
17,radio_tv,2634,24508,greater_7,4,none,4,car_other,50,none,own,210,skilled,Risk
28,furniture,4749,37672,4_to_7,4,none,3,car_other,42,none,own,206,skilled,Risk
19,car_used,3812,35147,4_to_7,4,none,3,car_other,53,stores,own,519,unskilled,Risk
34,radio_tv,6163,24069,1_to_4,3,none,3,car_other,49,none,own,669,skilled,No Risk
17,car_new,250,37852,1_to_4,1,none,3,savings_insurance,38,none,own,522,skilled,No Risk
33,business,8495,21381,4_to_7,5,none,3,car_other,50,none,free,469,management_self-employed,No Risk
8,car_new,3676,30325,1_to_4,2,none,4,car_other,31,none,rent,355,skilled,No Risk
32,furniture,4843,36620,greater_7,4,none,4,unknown,39,bank,own,281,unskilled,No Risk
28,appliances,4868,25843,4_to_7,4,co-applicant,4,savings_insurance,40,none,own,610,skilled,Risk
37,repairs,11676,20784,greater_7,6,co-applicant,5,unknown,58,none,free,470,skilled,Risk
12,car_used,3355,34942,4_to_7,3,none,2,real_estate,19,none,rent,697,skilled,No Risk
13,car_new,3380,22536,1_to_4,3,none,1,savings_insurance,36,none,own,329,skilled,Risk
4,car_new,250,28867,unemployed,1,none,2,real_estate,19,stores,rent,384,skilled,No Risk
26,car_used,3869,39474,4_to_7,4,none,4,savings_insurance,43,none,own,338,skilled,Risk
14,car_used,250,32360,unemployed,2,none,2,real_estate,19,stores,rent,685,skilled,No Risk
31,repairs,9942,21970,greater_7,4,co-applicant,5,unknown,57,none,free,677,skilled,Risk
20,furniture,1333,27035,4_to_7,2,none,3,savings_insurance,39,stores,own,466,skilled,Risk
27,car_new,1634,30270,4_to_7,3,none,3,savings_insurance,45,none,free,296,skilled,No Risk
4,car_new,250,30543,unemployed,1,none,2,real_estate,19,none,rent,315,skilled,No Risk
17,furniture,3016,37265,less_1,1,co-applicant,3,unknown,35,stores,free,558,skilled,No Risk
12,car_used,250,33763,less_1,1,none,1,savings_insurance,20,stores,own,444,skilled,No Risk
19,car_used,1448,33833,4_to_7,2,none,3,car_other,31,stores,own,678,skilled,Risk
14,radio_tv,250,22143,less_1,1,none,2,real_estate,24,stores,rent,247,skilled,No Risk
21,retraining,2573,37445,1_to_4,3,none,3,real_estate,28,none,rent,640,management_self-employed,No Risk
4,car_used,250,26914,1_to_4,1,none,1,real_estate,23,stores,own,685,skilled,No Risk
27,car_used,1656,35943,1_to_4,3,none,2,savings_insurance,30,none,own,493,skilled,Risk
4,car_new,250,29903,less_1,1,none,1,real_estate,37,stores,rent,365,skilled,No Risk
19,car_used,4215,34473,1_to_4,3,none,2,savings_insurance,40,none,own,584,skilled,No Risk
34,furniture,7820,27491,4_to_7,5,co-applicant,5,unknown,41,none,own,340,management_self-employed,No Risk
27,radio_tv,5595,35997,4_to_7,4,none,3,savings_insurance,35,stores,own,219,unskilled,No Risk
4,car_new,990,27232,unemployed,1,none,2,car_other,24,stores,rent,465,skilled,No Risk
32,furniture,6049,25673,4_to_7,4,none,4,car_other,41,none,own,440,skilled,No Risk
8,car_new,5082,23877,less_1,2,none,3,real_estate,19,none,own,336,management_self-employed,No Risk
32,radio_tv,5197,38565,greater_7,5,none,5,unknown,55,none,own,266,skilled,Risk
34,business,4134,33491,greater_7,5,none,4,unknown,37,none,own,543,skilled,Risk
15,car_new,1733,37294,less_1,2,none,2,real_estate,31,bank,rent,313,unskilled,No Risk
4,car_new,1969,30956,1_to_4,3,none,3,car_other,29,stores,rent,641,unskilled,No Risk
38,appliances,6691,22347,1_to_4,4,none,4,unknown,39,none,own,348,skilled,No Risk
38,appliances,5581,30297,less_1,4,none,3,savings_insurance,27,none,own,668,management_self-employed,Risk
29,car_used,4478,23746,1_to_4,4,none,4,car_other,55,none,own,640,skilled,No Risk
21,furniture,3736,30668,greater_7,4,none,3,unknown,52,none,free,669,skilled,Risk
21,education,3165,31244,4_to_7,3,none,2,savings_insurance,40,none,own,649,skilled,Risk
23,appliances,8300,38372,1_to_4,4,none,5,car_other,28,none,own,482,management_self-employed,Risk
16,car_new,1891,24584,unemployed,2,none,2,real_estate,19,none,rent,293,skilled,No Risk
30,business,3851,39448,1_to_4,4,none,4,car_other,23,stores,own,519,unskilled,No Risk
25,radio_tv,3064,36023,less_1,3,none,2,savings_insurance,29,none,own,216,management_self-employed,No Risk
4,car_new,2813,29511,4_to_7,3,none,4,car_other,19,none,own,417,skilled,No Risk
14,car_new,496,22646,4_to_7,3,none,1,real_estate,34,stores,rent,452,skilled,No Risk
18,car_used,250,27336,less_1,2,co-applicant,3,real_estate,42,none,own,304,skilled,No Risk
22,car_new,3147,37659,1_to_4,3,none,4,car_other,34,none,own,615,skilled,No Risk
12,car_new,2048,30438,less_1,2,none,4,real_estate,35,none,rent,571,skilled,No Risk
19,retraining,3284,29631,less_1,2,none,3,real_estate,33,none,own,627,skilled,No Risk
19,furniture,509,23661,1_to_4,2,co-applicant,3,savings_insurance,23,bank,own,294,unemployed,No Risk
14,furniture,2175,37184,1_to_4,2,none,2,savings_insurance,37,none,rent,462,skilled,No Risk
20,car_new,1774,29740,1_to_4,2,none,1,savings_insurance,30,stores,own,426,skilled,No Risk
12,car_used,1097,30061,1_to_4,2,none,3,savings_insurance,34,none,own,327,skilled,Risk
17,car_used,250,32213,1_to_4,3,none,3,real_estate,29,bank,rent,644,unemployed,No Risk
26,radio_tv,4798,39548,4_to_7,4,none,4,savings_insurance,41,none,own,277,management_self-employed,Risk
21,radio_tv,4660,33541,1_to_4,3,none,4,savings_insurance,20,none,own,578,skilled,No Risk
33,radio_tv,2605,34826,greater_7,2,none,2,savings_insurance,40,none,own,470,skilled,No Risk
4,car_used,250,25570,less_1,1,none,1,savings_insurance,30,none,rent,538,skilled,No Risk
16,car_used,4801,24138,1_to_4,3,none,3,car_other,35,none,own,455,skilled,Risk
8,car_used,250,29569,unemployed,1,none,2,real_estate,22,none,rent,406,skilled,No Risk
13,vacation,2673,33819,1_to_4,2,none,2,real_estate,31,none,own,595,skilled,No Risk
4,car_used,250,22434,1_to_4,3,none,2,savings_insurance,23,none,own,479,management_self-employed,No Risk
30,car_used,2549,20073,4_to_7,3,none,2,car_other,36,none,own,305,skilled,No Risk
7,retraining,4939,20645,1_to_4,3,none,4,unknown,31,none,own,580,management_self-employed,No Risk
26,radio_tv,6415,31930,1_to_4,4,none,3,car_other,49,none,own,378,skilled,No Risk
17,furniture,2083,24551,4_to_7,2,none,1,savings_insurance,33,none,free,652,skilled,No Risk
10,car_new,6669,20567,4_to_7,3,none,3,unknown,47,none,free,462,skilled,No Risk
25,appliances,6890,31499,1_to_4,3,none,4,unknown,37,none,own,585,management_self-employed,No Risk
14,car_new,2130,21138,1_to_4,2,none,3,car_other,34,none,own,492,management_self-employed,No Risk
28,radio_tv,675,28997,4_to_7,3,none,2,real_estate,49,none,own,665,skilled,Risk
10,furniture,706,35995,unemployed,1,none,1,real_estate,19,none,rent,634,skilled,No Risk
38,repairs,6204,37983,4_to_7,4,none,4,car_other,46,stores,own,300,unskilled,No Risk
37,car_used,1728,23580,4_to_7,2,none,2,unknown,30,bank,own,206,unemployed,No Risk
33,business,2776,38644,greater_7,5,none,3,car_other,29,none,own,539,skilled,No Risk
22,furniture,4109,39325,4_to_7,3,none,4,unknown,45,none,own,220,skilled,No Risk
19,appliances,748,29220,less_1,2,none,1,real_estate,27,none,own,476,skilled,No Risk
43,repairs,7877,35658,greater_7,5,co-applicant,3,unknown,56,none,free,222,skilled,Risk
20,education,250,30342,1_to_4,2,none,3,savings_insurance,20,stores,own,546,skilled,No Risk
15,furniture,3859,31304,4_to_7,2,none,3,car_other,31,none,own,399,skilled,No Risk
12,furniture,4137,29386,4_to_7,3,none,2,car_other,19,bank,rent,594,unemployed,No Risk
19,furniture,1283,33170,unemployed,2,none,2,real_estate,20,none,rent,606,skilled,No Risk
14,car_new,1132,28552,4_to_7,2,none,2,car_other,24,stores,own,627,unskilled,Risk
23,other,4929,31606,1_to_4,4,none,3,unknown,38,none,own,628,management_self-employed,No Risk
32,radio_tv,7663,32596,1_to_4,3,none,4,savings_insurance,36,none,own,272,skilled,Risk
13,car_used,1241,27868,1_to_4,3,none,1,real_estate,29,none,own,409,skilled,No Risk
21,business,5668,31374,4_to_7,3,none,2,unknown,36,bank,own,311,unskilled,Risk
27,furniture,3170,30311,1_to_4,2,none,2,car_other,28,stores,rent,242,skilled,Risk
26,furniture,4417,39271,1_to_4,2,co-applicant,2,savings_insurance,21,stores,own,637,skilled,No Risk
20,car_used,3074,24562,4_to_7,4,guarantor,4,car_other,48,none,free,596,skilled,Risk
39,appliances,3010,29277,4_to_7,3,none,2,car_other,28,none,own,422,skilled,No Risk
26,car_used,6068,25629,1_to_4,4,none,4,savings_insurance,41,none,own,502,management_self-employed,Risk
4,car_new,250,24177,1_to_4,2,none,2,real_estate,21,none,rent,263,skilled,No Risk
20,furniture,3075,21789,4_to_7,3,none,4,unknown,46,none,own,341,skilled,No Risk
44,repairs,8392,33887,1_to_4,4,co-applicant,3,savings_insurance,33,none,own,653,management_self-employed,No Risk
22,car_used,2304,30130,4_to_7,3,none,3,real_estate,30,none,own,263,skilled,Risk
31,furniture,2696,39634,4_to_7,3,none,2,car_other,50,none,own,544,skilled,No Risk
25,car_used,4411,22890,1_to_4,4,none,4,savings_insurance,41,none,own,203,skilled,No Risk
4,car_new,331,35869,less_1,2,none,1,real_estate,19,none,rent,477,skilled,No Risk
16,repairs,1092,27434,4_to_7,2,co-applicant,1,real_estate,29,stores,rent,526,unskilled,No Risk
22,furniture,5465,20476,greater_7,4,none,3,unknown,41,none,free,538,skilled,Risk
25,appliances,3797,36138,1_to_4,3,none,2,savings_insurance,25,none,own,243,skilled,No Risk
4,car_new,250,28379,less_1,2,none,2,savings_insurance,19,none,rent,415,skilled,No Risk
16,furniture,1212,24264,less_1,3,none,2,savings_insurance,28,none,own,295,skilled,No Risk
19,radio_tv,878,24854,less_1,2,none,3,savings_insurance,31,none,own,236,skilled,No Risk
34,furniture,4842,31375,4_to_7,4,none,3,unknown,49,none,own,328,skilled,Risk
17,car_used,1969,27819,1_to_4,3,none,3,real_estate,25,none,own,270,skilled,No Risk
14,furniture,1936,38331,4_to_7,3,none,2,savings_insurance,24,none,rent,356,skilled,No Risk
6,car_used,763,34389,less_1,1,none,2,real_estate,19,stores,rent,451,skilled,No Risk
22,radio_tv,3902,25987,1_to_4,2,none,2,savings_insurance,40,stores,own,698,skilled,Risk
19,furniture,2665,29852,1_to_4,2,none,4,car_other,37,stores,own,340,unskilled,No Risk
26,appliances,5027,29876,greater_7,4,none,3,savings_insurance,51,none,own,227,skilled,Risk
22,car_new,250,27262,1_to_4,2,none,3,real_estate,19,bank,rent,515,unemployed,No Risk
29,radio_tv,6033,39296,greater_7,4,none,3,unknown,53,none,own,427,skilled,Risk
13,retraining,4701,31316,greater_7,4,none,3,car_other,36,none,own,279,skilled,Risk
33,radio_tv,5243,38261,4_to_7,4,none,3,car_other,47,none,own,482,skilled,No Risk
17,radio_tv,5608,30174,4_to_7,3,none,3,unknown,45,none,own,315,skilled,Risk
17,furniture,626,38612,less_1,2,none,2,car_other,28,none,rent,540,skilled,No Risk
23,car_used,983,38474,1_to_4,3,none,1,savings_insurance,24,stores,own,594,skilled,No Risk
14,car_new,3939,24150,1_to_4,3,none,3,car_other,34,none,own,530,skilled,Risk
36,appliances,7352,35517,greater_7,4,co-applicant,5,unknown,36,stores,own,296,unskilled,Risk
24,education,3152,23982,4_to_7,2,none,1,unknown,50,stores,own,481,unskilled,No Risk
37,business,3094,28617,greater_7,4,none,3,car_other,31,stores,rent,626,unskilled,No Risk
27,appliances,4188,36758,greater_7,4,none,3,car_other,37,bank,own,474,unemployed,No Risk
4,car_new,2177,37097,1_to_4,2,none,3,savings_insurance,36,none,own,485,management_self-employed,No Risk
31,furniture,2481,25365,1_to_4,3,co-applicant,3,car_other,47,stores,rent,231,unemployed,No Risk
17,radio_tv,250,20327,greater_7,3,none,2,savings_insurance,23,bank,own,581,unemployed,No Risk
23,furniture,7710,26831,4_to_7,4,none,3,car_other,43,none,own,489,skilled,No Risk
7,car_new,250,32313,unemployed,2,none,2,real_estate,30,none,rent,362,skilled,No Risk
10,furniture,1368,25228,1_to_4,2,none,2,car_other,44,stores,own,302,skilled,No Risk
37,furniture,1975,25929,greater_7,3,none,4,real_estate,28,bank,own,520,unemployed,Risk
8,car_used,250,27111,1_to_4,2,none,1,real_estate,33,none,rent,222,skilled,No Risk
31,furniture,795,22386,greater_7,4,none,4,savings_insurance,27,none,own,371,skilled,No Risk
21,car_new,1092,36459,1_to_4,2,none,1,real_estate,26,stores,own,520,skilled,No Risk
4,car_new,250,26667,less_1,1,none,1,real_estate,19,none,rent,568,skilled,No Risk
16,car_used,4036,36022,4_to_7,4,none,2,real_estate,34,none,own,606,skilled,No Risk
5,car_new,250,27737,4_to_7,1,none,1,real_estate,19,stores,own,677,skilled,No Risk
